,our_shape_preds,our_preds_mfes,rnalib_shape_preds,rnalib_preds_mfes,seq_length,num_irs,num_variables,num_constraints,num_solver_iters,num_b_n_b_nodes,solution_time_msecs
858,.......(((((.((((.............(((..)))).........)))..(((.....)))...)))))((((.((((((......(((.........))))))))))))).,-14.950000166893005,....((.(((((.(((((..((((......(((...((.....))...)))...))))..)).))).)))))...))((((((......(((..((.....))..))))))))).,-25.600000381469727,115,295,295,5284,34,1,219
859,...((((((((..............((((...(((((...((((.)))))))))......(((()))(((..(((()))........)))).....))))..)))))..))))..,-21.31999994814396,.....(((.((.....)).)))...((((...(((((...((((......))))......((((..(((...((((...........)))))))..))))..)))))..))))..,-30.299999237060547,115,318,318,6025,105,1,287
860,..................(((.....)))..............(((...))).((((...)))).......(((.........))).............................,-13.799999952316284,..................((((((..(((.....(((((..((((.((....)).)))).)))))......)))..)))....))).............................,-18.399999618530273,115,284,284,4817,68,1,227
861,..(((((.((((......))))((((((.......((((...............((((((((((((.......)))))))......))))))))))...))))).))))).....,-23.520000100135803,..((((((....(((.......((((((......(((((............))))).(((((.(((.(((....)))))).))))))))))).......)))..)))))).....,-34.900001525878906,115,329,329,6614,138,1,333
862,...............(((((((......))).(((((.)))).....................................)))))((((.............))))..........,-12.440000057220459,.......((((....(((.(((......))).))).......((.((....)).))(((((..................)))))..(((.(((((......).)))).))))))),-18.799999237060547,115,302,302,5538,43,1,233
863,.......((((((((((.....(((.((((((((.(((((....((((......)))))(((................)))...)))))))).....))))))))))))))))).,-21.170000553131086,((((...(((((....(((((.((.....(((((...)))))...)))))))..)))))...))))..........(((((.........)))))....((((((....)))))),-30.5,115,289,289,5180,87,1,238
864,.................(((((((((........(((....)))(((.....))).......)))(((.(((..))).......)))))).)))((((........)))).....,-17.39000004529953,.................(((((((((......((((((...((((((((((..........))))))).)))))).))).....))))).))))((((........)))).....,-32.20000076293945,115,305,305,5606,89,1,270
865,.................(((((....)))))....(((((((((((........((((.....(((.))))..)))))))).......))))))........(((.((..))))),-13.019999980926514,.((((((((((.....))))))))))....(((..((((((...............((((.(.((((((......)))))).).)))))))))).)))....(((.....)))..,-21.100000381469727,115,318,318,6134,18,1,228
866,(((((....((((((.(((((())......((((.(((((..))))........)))))...))))).(((.........))).........)))).............)))))),-18.099999845027924,.........((((((..((((((((.......((((((((..((((...........)))).)))).))))....))))))))..)).....))))...................,-25.600000381469727,115,289,289,5227,60,1,239
867,...((((((((((..((((....)))))....(((((......))))..((((......((((...))))).......))))....)))))...)))).................,-15.640000104904175,........(((..(((...((((.((((((..(((((.......(((....))).(((.(((((.((......))..)))))))).)))))..)))))).))))...))).))).,-30.0,115,297,297,5434,69,1,259
868,....(((........((((()))..)))))..(((((.....................(((........)))....((((((((((...........)))))..))))).))))),-22.639999449253082,............((.(((((.....)))))))(((((.(((............................((((.....))))((((.....))))......))))))))......,-23.799999237060547,115,231,231,3656,94,1,174
869,(((...((((((................(((((((.(((((((..))))))))))))))...(((....)))((((((..........)))...)))))).))))))........,-21.469999730587006,......(((((((((((....(((....)))((((.((((((((......).)))))))))))..(((((((.......)))))))..))))).))))))...(((....)))..,-28.899999618530273,115,303,303,5582,24,1,228
870,.......(((((....(((((.......((((((..(((((......((((........))))..........))))).............)))))...)))))).....))))),-16.9099999666214,((((.(.((((((((...(((((((.(((((.(((.........))).)))))...)))))))...)))....)))))).))))........(((.(((....))))))......,-30.299999237060547,115,288,288,5168,57,1,217
