,our_shape_preds,our_preds_mfes,rnalib_shape_preds,rnalib_preds_mfes,seq_length,num_irs,num_variables,num_constraints,num_solver_iters,num_b_n_b_nodes,solution_time_msecs
463,...........((((....)))).......(((..(((.....)))....(()))...)).....,-6.100000008940697,(((((((((((.(.((..(((((....)).)))...)).).))))).))))))............,-13.699999809265137,65,95,95,891,9,1,37
464,..........(((.......)))...............(((((....((........)).))))),-6.1999998688697815,........(((((.......))).))...........((((....)))).((((......)))).,-10.899999618530273,65,84,84,770,17,1,37
465,......(((....(((.))).....((((((.)))...))))))(((...)))............,-7.60000005364418,....((((((........)))))).(((((((.....)))))))..(((((.(....).))))).,-12.300000190734863,65,101,101,1026,11,1,41
466,.........((((((((..)))((((....(((...))))))))....)))).............,-4.599999964237213,.........((((..((....(((((((..(((........))).)).)))))))))))......,-10.0,65,102,102,1105,2,1,41
467,.(((((...(((.........)))))...)))...............((((.....)))).....,-9.800000101327896,((((((...((.....))...))))))(((((((..(..(((......)))..).)))))))...,-16.299999237060547,65,89,89,881,12,1,35
468,.(((((((((((............(())))..))...............))))))).........,-10.679999947547913,.((((((((((((((((((((.(.((....))))))..))))).)....)))))))...))))..,-12.300000190734863,65,87,87,756,2,1,31
469,.((....)).....................((((((())))..........((((.)))..)))),-4.999999977648258,(((.((.((.(..((((((...((((((.......).)))))...)).))))..).)))).))).,-10.800000190734863,65,96,96,912,4,1,36
470,.(((..(((.)))....................((((....((((........))))))))))).,-10.010000169277191,......((((((........((....)).............((((........))))))).))).,-13.199999809265137,65,88,88,804,5,1,34
471,.((((((.........(((.....(((..)))....)))))).........)))...........,-12.300000429153442,................(((.((.....)))))(((..(((((....)))))..))).........,-14.100000381469727,65,93,93,854,2,1,36
472,......((((...))))....((((...(((.....((())).)))).((((..)))...)))).,-16.199999570846558,..(((.((((...))))))).((((..((((((....)))))))))).((((........)))).,-22.5,65,98,98,1074,47,1,48
473,...........(((.....)))..((((..((((....))))))))....((((......)))).,-10.000000238418579,.........((((((((.((.(((((...((((((...)))))).))))).))))).)))))...,-15.600000381469727,65,99,99,990,39,1,47
474,...................................(((......(((.))).....)))......,-5.399999976158142,........................(((((.((((((((..........))).)))))...))))),-12.899999618530273,65,101,101,1036,13,1,44
475,.........((((.............(((.))))...))).....(((((....)))))......,-8.200000047683716,.((((.((.(((((((...........)))))))....)).))))(((((....)))))......,-14.0,65,95,95,962,2,1,43
476,((((((((....(((.....))).)))..((((......(((.......)))))..)))..)))),-8.46999990940094,.((((((((.....(((....(((((...))).))....)))......)))))))).........,-11.699999809265137,65,93,93,915,1,1,40
477,.......................((((........)))).........((((.......))))..,-3.899999976158142,((((((((((......(..((..((((........))))..))..).....)))))....))))),-8.100000381469727,65,98,98,1045,10,1,43
478,.........((((....(((....((((..((())))...)))..)))......)))).......,-6.1700000911951065,(((((((..((((.....(......).....))))..)))))))(((((((.......))))))),-19.899999618530273,65,88,88,761,4,1,35
479,.........(((((((......((((..)))))))...)))).......................,-10.899999856948853,...(((..((((((((.(........).)))))))).)))......(((((((....))))))).,-15.5,65,100,100,1075,7,1,41
480,......((((((((...((...))))).....))....))).............................,-7.000000059604645,.(.(((((((((...(((.(....).))).)))))..)))).)...........................,-15.300000190734863,70,113,113,1221,31,1,50
481,..........(((((((((.....)))).)))))(((((((((..)))............))))))....,-9.099999964237213,(((.((((....((((.(((((((.((.....)))))).))).))))...))))))).............,-14.899999618530273,70,108,108,1153,14,1,43
482,.(((..............(((.....(((())).)))....))))......(((((........))))).,-8.799999952316284,.((((((..............))))))((((((.........))))))...(((((.((...))))))).,-13.899999618530273,70,111,111,1202,27,1,50
483,.....(((((...)))))...............(((((......))))).(((((.........))))).,-10.600000143051147,.....(((((...)))))...............(((((......)))))((((((.........)))))),-11.800000190734863,70,106,106,1162,11,1,42
484,....(((((.((((.....................)))))...)))).......................,-6.3999998569488525,...((((((.(.(((((.(((...))).))).))))))))).((((.......)))).............,-10.399999618530273,70,102,102,1079,0,1,39
485,...(((((((.......((())))))).......((((.....)))..........))))..........,-14.199999690055847,....((((.......(((((....)))))....(((((...((((.....))))..))))))))).....,-16.799999237060547,70,106,106,1138,17,1,47
486,.......(((.....))).....(((...............)))(((((.........((())))).))),-5.700000017881393,...(((.(((.....))).)))......((((.(((((((.(.((.((...)).)).).))))))))))),-12.699999809265137,70,103,103,1004,1,1,39
487,...(((((...........))))).................(((........)))..((....)).....,-13.199999928474426,((((.(((((.......(((((...((.((.......)).)))))))........))))).)))).....,-18.799999237060547,70,106,106,1048,30,1,49
488,((......((((..))..)))).....((....))................((........)).......,-7.700000002980232,(((.....((((((((((((......(((....))).....))))))....))))))...))).......,-16.399999618530273,70,106,106,1073,1,1,44
489,.............(((((.............(((......)))..))))).(((......))).......,-6.900000095367432,..........((((((((((.(((((((...(((......)))...)))))))...)).)).))))))..,-15.100000381469727,70,115,115,1373,4,1,52
490,.(((((..((((......((()))))))).................(((............))).)))).,-9.790000200271606,........((((.(..((((((....(((.(((((........)).))).))).....))))))))))).,-18.299999237060547,70,103,103,1064,13,1,41
491,...(((...((((...............((((((.((((.)))..(((.)))).)))..)))))))))).,-7.5799999833106995,...(((((......((((((.((.((....)).)).))))))....)))))...................,-14.300000190734863,70,107,107,1128,28,1,46
492,.......(((...............(((................((())))))...)))...........,-4.640000015497208,......(((..(((..((.((((..(((.(((...........))).)))....)))).)))))...))),-12.800000190734863,70,111,111,1120,3,1,47
493,.................(((....((((((((......)))))....)))...((())))))........,-8.81000004708767,.....(((...((((((((((.(.....).))))))).)))..))).((((..(((...))).))))...,-18.899999618530273,70,111,111,1213,30,1,51
494,......(((((((....)))........))))................(((((((...))))))).....,-11.5,...(((((.((((((((........)))))...))).)))))......(((((((...))))))).....,-14.800000190734863,70,102,102,1062,3,1,41
495,......(((((................)))))......((((.((((.....)))).........)))).,-9.800000011920929,......(((((....((......))..)))))...(((.(((.((....)).))))))............,-15.399999618530273,70,103,103,986,9,1,38
496,....(((((..((((......(((((((((...))))............))))).....)))))))))..,-9.86999973654747,.........((((....))))..((((((((((((.((((.........))))))))....)))))))).,-20.399999618530273,70,120,120,1373,18,1,53
497,.......(((((....................)))))........(((......))).............,-10.0,(((((.((((((....................))))))...)))))..........((((......)))),-14.399999618530273,70,110,110,1147,3,1,45
498,...........((((((((..........))))..........(((.........(())).))..)))).,-12.44999971985817,((((.(((......)))))))...((((.((((..((((.............))))..))))))))....,-17.700000762939453,70,118,118,1292,63,1,70
499,.((((.......................)))).((((.((((((...))))))......)))).......,-7.300000071525574,.((((..(((((......))))).....))))(((((.((((((...))))))......)))))......,-10.0,70,112,112,1280,14,1,51
500,.......((((...(((((..(((((..............)))))............))))).))))...,-11.459999918937683,((((.(((((..((.....)).)))))))))......((((((.((((((....)))))).))).)))..,-21.399999618530273,70,104,104,1057,5,1,41
501,...(((((.....(((((.....)))))..................)))))...(((........)))..,-11.649999856948853,......(((((((((((.(((((((((.((...)).))...))))))).))))......))).))))...,-17.700000762939453,70,98,98,989,4,1,39
502,.................................(((((.(((..))))).....))).((((...)))).,-7.399999976158142,.....................................(((((.(((((.........))))).)))))..,-8.600000381469727,70,100,100,992,13,1,39
503,................((((((((..(((((.....)))))......))))))))..(((......))).,-19.000000476837158,(((..(((.(.((..(((((((((.((((((.....)))))).....)))))))))..)).)))).))).,-24.100000381469727,70,107,107,1125,12,1,42
504,..........(((((..((((..((((.(((((.))))))))).))))........))))).........,-14.899999856948853,............(((.((((..(((....))).)))).)))(((.((......)).)))((((...)))),-17.799999237060547,70,130,130,1656,60,1,78
505,...(((.(((.))).)))....(((((((.(((((.....)))))..........)))))))........,-21.499999523162842,((((.(((....))).))))..(((((((..(((.((((......)))))))...)))))))........,-24.899999618530273,70,99,99,967,59,1,53
506,(((....((.)))...))....................(((....)))...((.((....)).....)).,-3.3999999910593033,.......(((..(((((..(((((((........)))))))....)))))..)))...............,-16.299999237060547,70,109,109,1085,4,1,46
507,...(((.....((((...)))..)))).......(((((............)))))..............,-11.100000023841858,..((((.....((((........))))..)))).(((((.((....))...)))))..............,-11.699999809265137,70,103,103,1041,2,1,38
508,..........(((......)))(((...)))..............(((((...........)))))....,-7.799999713897705,...(((..(((((......)))))(((..((((...........))))..)))....)))..........,-13.5,70,110,110,1171,15,1,50
509,.............................((((...........(((....)))..))))..........,-4.899999976158142,......................(((....(((........(((.(((....)))))))))....)))...,-9.5,70,118,118,1290,5,1,49
510,......(((((((((....................((....))))))......)))))............,-6.139999806880951,....(((.(..((((...))))).))).......((((.(((((......))))).))))..........,-11.199999809265137,70,109,109,1125,0,1,44
511,(((.....((((()))....)))))...............((((...............)))).......,-5.3999999538064,(((((......)))))...((((((..(((.....(((....)))............))).))))))...,-11.300000190734863,70,93,93,864,7,1,38
512,..............(((((....(((((.......)))))...................)))))......,-5.4700000286102295,.((((((..(((.(((.(((..(..(((....)))..)..)))...)))))).))).)))..........,-7.099999904632568,70,104,104,1098,2,1,42
513,..((((...........((((((((((.((((...))))....)))).))))....))))))........,-11.179999828338623,.......(((((....(((((((....((((((((.((....)))).))))))...)))))))..))))),-17.100000381469727,70,118,118,1413,0,1,49
514,......((((...))))((((((((((((.......)))..)))))))))....................,-11.099999979138374,.(((......((.((((((.(((((((((((.(....))).)))))))))....)))))).))....))),-13.699999809265137,70,106,106,1091,16,1,41
515,.................((((................))))....((((...))))..............,-5.900000095367432,................(((.(((((...((((..(((.((.....)).)).)..))))...))))).))),-14.600000381469727,70,110,110,1141,32,1,47
516,............................................(((...)))....((((....)))).,-3.800000101327896,..................((((((((.(((..((((.........))))...))).))))))))......,-14.5,70,105,105,1198,6,1,48
517,.............................((((((((....)))))........))).............,-2.399999976158142,.....((((.(((.((......((((((((((((.......))))))))...)))))).)))...)))).,-10.5,70,119,119,1363,7,1,50
518,................(((((((.((........)).....)))..(((.))))...)))..........,-9.40000006556511,...................((((.((....(((........)))...)).))))...(((...)))....,-10.899999618530273,70,116,116,1223,28,1,52
519,((((....(((())))....)))).............((.......))...(((......))).......,-9.299999833106995,........((((........)))).((((.........))))((((((...(((......))).)))))),-10.300000190734863,70,108,108,1069,3,1,42
520,.....((....))...........(((((((..)))....(((((......))))..))))).............,-4.90000007301569,.....(((.(((.......((.(((..((((...(((((......))))).))))..))).)).....)))))).,-9.699999809265137,75,135,135,1748,1,1,57
521,.....((((((((.........(((....))).........((((()))))))).....((()))))))).....,-11.899999737739563,.....((((((((..((...((((((.....))).)))...))...)))))))).....(((.....))).....,-13.899999618530273,75,124,124,1311,9,1,49
522,......................((((((..))....))))..((........)).....................,-3.499999977648258,.....................(((......)))...(((.(((((((..((........))..))))))))))..,-10.100000381469727,75,122,122,1243,0,1,50
523,....(((((...((((..((((.(((.)))))))))))...(((........)))...............))))),-8.539999842643738,....(((((....((((.(..((((...((((((..............))))))))))..))))).....))))),-18.299999237060547,75,118,118,1244,3,1,45
524,.((((((((.......(((.....)))......)))))))).....((((.(((((.))..))))))).......,-24.399999380111698,.((((((((((.((..(((.....)))..))))))))))))(.((((((....(((......))))))))).)..,-37.20000076293945,75,150,150,2246,114,1,118
525,.................((..((((..)).......)))).(((......)))..((((.......)))).....,-11.100000143051147,.((.(((.((...((((((........))))))....)).)))))..........((((.......)))).....,-18.0,75,132,132,1514,54,1,70
526,((((.((.....)))))).......(((((((()))).))))........((((....)))).............,-15.80000014603138,((((.....((((.(((((..(((...)))..)))))..))))...))))((((....)))).............,-19.700000762939453,75,130,130,1623,81,1,80
527,.(((.......)))..........................(((..((((.......)))(((......))))))),-3.000000037252903,..........((((((((.(......((((((...........))))))......).))).))).))........,-10.199999809265137,75,123,123,1334,3,1,51
528,..............................((((((.))).....((((((......)))))).....)))....,-13.640000104904175,.......(((...))).((((((...)))))).(((.....(((.((((((......)))))))))..)))....,-18.799999237060547,75,119,119,1239,2,1,47
529,...((((((............((((((((.....)))........)))))........((..)))))))).....,-16.28999975323677,...((((((........(((((.....))))).((((.((.(((((....))))).)))))))))))).......,-24.299999237060547,75,120,120,1400,41,1,62
530,.................((((.......(((((......))))(((((............)))))....))))).,-13.109999895095825,..((..(((((.............(((((.........))))).............)))))..))..........,-13.100000381469727,75,121,121,1427,18,1,54
531,..................((((..(((((.))))......................(((.)))))....)))...,-6.870000004768372,(((((.((((........)))).))..))).......((((.(((((...(((....)))....))))).)))).,-16.399999618530273,75,122,122,1300,12,1,51
532,................(((((..(((..((((((....))).(((...((((.))))))))).)))))))))...,-20.940000392496586,............(((.((((((.(((...(((((.....((((....))))..)))))))).))))))...))).,-25.799999237060547,75,144,144,1996,82,1,89
533,...........(((..........((((.....................))))..............))).....,-2.39000004529953,.....(((((.((((((((..(((((((.....................)))))))....))).)).)))))))),-10.600000381469727,75,126,126,1431,0,1,50
534,.....(((((......................((((....((((.....)))).))))).....)))).......,-10.290000200271606,((((((((((.(((((((.........)))).((((...))))........)))))))))).)))..........,-16.600000381469727,75,118,118,1232,16,1,49
535,......................(((..((((...))))......((((((.......))))))....))).....,-8.139999836683273,.............(((((...((((..((((...))))...))))..)))))(((.((((......)))).))).,-13.5,75,121,121,1331,13,1,50
536,....(((.(((..)))..)))......(((..((((((((...........)))))....)))......)))...,-12.620000004768373,(((.(((.((....)).).))...)))(((((..((.((((((((.........))))).))).))..)))))..,-21.200000762939453,75,136,136,1739,102,1,94
537,.......((((((..)))......((((...))))(((...)))........)))........((.....))...,-5.700000077486038,.((((.((.(.(((((........((((...))))))))).).))..))))............((.....))...,-9.600000381469727,75,134,134,1557,18,1,58
538,..........(((((....................)))))...(((((.((((()))))......))))).....,-13.500000238418579,(((.(((...(((((((((..........))))..)))))...))))))(((((((......).)))))).....,-17.600000381469727,75,124,124,1390,6,1,50
539,..(((.((((....((())))..)))......(((((.....)))...)))))......................,-13.599999904632568,..(((.(..((...((((((.(((....))).)))))).))..))))...(((..(((.(......).))).))),-21.299999237060547,75,131,131,1622,23,1,67
540,.......((((....(((((.........))))).....))))....((........))................,-6.000000059604645,.........(((..........((((.(((((....)))))))))...........)))..((((...))))...,-12.100000381469727,75,136,136,1743,6,1,59
541,....((((.....................((((...(((..))))...............)))).))).......,-8.009999752044678,((((((((((....)))((((.((((((((((((.....).))))..)).)))))..))))))).))))......,-11.5,75,104,104,1110,40,1,47
542,......(((.....((((.....))).............(((((.....)))).........)))))........,-4.070000052452087,.............((.(((.........((((((......))))))...((((.....))))..))).)).....,-7.900000095367432,75,130,130,1542,8,1,56
543,..............((((((...((.))...))............................))))..........,-7.71999979019165,.................((.((.((......)))).))...............(((.......))).........,-7.099999904632568,75,84,84,770,13,1,34
544,.................................................((((....))))..............,-3.799999952316284,.....(((.....((...........))....)))..((((.(((.(((((((....)))).)))..))).)))),-8.800000190734863,75,126,126,1443,3,1,52
545,.....((((((......(((...))).............)))))).........(((...((()))..)))....,-3.4999999403953552,.....((((((.....((((..(......)..))))...))))))..........(((..(((.....)))))).,-5.5,75,129,129,1659,4,1,63
546,((((((((((.((((.)).....((((.....((()))).........))).))))))))...........)))),-19.819999933242798,((((((((..(((..(((.(...(((((......)))))...).)))..)))))))))))...............,-23.100000381469727,75,120,120,1384,31,1,56
547,......((((((((.))).))))).............((((((..........................)))))),-11.299999952316284,......(((((((.....((((.((((.....((((.((.....))))))...)))).))))...)))))))...,-14.399999618530273,75,117,117,1256,8,1,48
548,.((((.((((((.....)).)))).......((((.......))))...(((.......))).......))))..,-8.149999976158142,((((((((((((.....)).))).......(((((.((((....))))...))))))))))))............,-22.899999618530273,75,135,135,1630,40,1,69
549,..(((..........)))........(((........((((((....)))..)))))).................,-7.799999892711639,.....((((.((((((..((..((..((((((((((((...)))))...)))).))))).))..)))))).)))),-18.100000381469727,75,126,126,1463,11,1,56
550,...((((((.))).......(((...............................)))...........)))....,-3.2499998956918716,.....(((..(.(((((....(((((..............................))))).))).)).)..))),-8.5,75,122,122,1295,5,1,48
551,(((((....((((......((((..))))..)))))((()))).)))............................,-13.699999809265137,.((((.((((.((((....)).)).))))..))))(((((.((((.....))))...))))).............,-21.299999237060547,75,148,148,1932,47,1,83
552,........((((((..((((....))))..............))))))...........................,-11.099999904632568,.........((.((.((((.(((((((((..(((((....)))))......))))))))).)))).)).))....,-26.200000762939453,75,113,113,1145,13,1,51
553,...((((......))))...((((......)))).........................................,-5.899999976158142,...((((......))))..((((.(((((((....))))))).))))((.(((((......))))).))......,-15.5,75,116,116,1275,8,1,48
554,(((................)))..(((.....(((.....)))(((((...))))))))................,-9.999999821186066,(((..(((.....(((((..((.((((.(((..........))).)))).))..)))))......)))..)))..,-22.200000762939453,75,142,142,1825,54,1,77
555,((....))....(((((((...((.....))....(((........((((.))))))).......)))))))...,-8.840000063180923,.......((((((((((((....((((..(((.....))).))).).....))))))).)).)))..........,-11.699999809265137,75,121,121,1375,16,1,58
556,((((.............)))).....(((.........(((.((((.........)))))))..)))........,-8.700000047683716,..(((((((........((.(((.......))).)).((((..(((.......)))..)))))))))))......,-18.600000381469727,75,125,125,1459,60,1,67
557,.(((((((.....)))......................................................)))).,-3.3700000941753387,.((((...(..(((((....)))))..)......((((((....)))))).((((........))))...)))).,-14.899999618530273,75,162,162,2437,4,1,76
558,......(((....(((.................((.....)).)))...(((((......)))..))))).....,-5.260000057518482,..((((((((((((((.(((((............))).)).)))).....))))))))))...............,-14.899999618530273,75,123,123,1410,0,1,51
559,(((.............))).((((...(((()))).))))((.....)).......(((.......)))......,-11.999999821186066,.((((..((((((.((....)))))))).))))(((((((((.....)).)))...))))...............,-18.5,75,137,137,1683,35,1,68
560,((((......(((((....((())))...)))......)))))..(((((..((...((...))...)))))))......,-14.299999982118607,((.((((((((((((..(((((.......)))))....))))..)).)))))).)).((........))...........,-21.600000381469727,80,149,149,1915,52,1,78
561,..(((..(((((............((((....))).....)))))...((((..................))))))))..,-14.84000015258789,.((((((....(((((...((((((((((.(.((....)))))))))))))............)))))....)).)))).,-23.600000381469727,80,155,155,2118,46,1,91
562,...((((((((((((...)))))..))))...............)))..............((((((((.))))))))..,-9.749999761581421,...(((.((((((((..(....)..))))..........)))).))).......(((((...(((.....))))))))..,-12.300000190734863,80,149,149,2000,14,1,77
563,...(((...........(((((((((((((.......)))..........))))))))))))).................,-9.370000183582306,.(((..((.((......((((((((((((((..............)))).))))))))))))))..)))...........,-14.199999809265137,80,164,164,2445,4,1,80
564,..((((((((............((())))...)))...(((..((((.)))..))))((((..)))))))).........,-14.81999996304512,.(((.((((....(((.....((((.((((..(((........)))..)))).)))))))...)))).))).........,-24.200000762939453,80,145,145,1804,53,1,81
565,..............((((((..(((...........))).........))))))......(((.............))).,-10.700000166893005,..............(((((((((((((.......)))))...))....)))))).....((((.............)))),-13.600000381469727,80,141,141,1657,3,1,58
566,..(((((......(((((..)))))....(((.......))))).............)))....................,-10.99999962002039,..(((((((((....)))).)))))........((((.(.((((.....................)))).).))))....,-15.399999618530273,80,141,141,1714,29,1,77
567,......................(((.....(((.(((....)))..............)))((((..)))..))))....,-5.570000097155571,...........((((((....((..((((((..((((((((.........))).)))))))))))....))...)))))),-13.300000190734863,80,171,171,2631,2,1,83
568,...((((((..((((.............))))))...((((.................))))...........))))...,-9.660000026226044,....(((((..((((....((.....(((((((....)))....))))....))....)))).)))))............,-14.600000381469727,80,138,138,1675,3,1,61
569,.(((....))).....(((((...............((...(((.))...)))............)))))..........,-4.990000009536743,.........(((....(((((.....(((.......))).(((.(((.....)))))).......)))))..))).....,-13.199999809265137,80,146,146,1781,20,1,72
570,..(((....(((((..(((())).............)))))((((....)))).(((.............))))..))).,-13.549999952316282,..................(((.(((....((((((((((((((((....))))..)))..))))))).))..))).))).,-25.0,80,161,161,2319,130,1,125
571,....................((((..(((((.............(((())))))))).......))))............,-13.399999856948853,..........(((.((((...(.((((((((.((................)))))))))).)....)))).)))......,-21.5,80,132,132,1462,48,1,67
572,................................................(((((....)))))((......))........,-5.599999785423279,.........(((((((...................)))))....))..(((((....)))))((......))........,-8.0,80,147,147,1927,14,1,72
573,.(((((..........(((((.......)))))...............))))).(((..........)))..........,-3.2000001072883606,.....((((..((((.(((((.(((.....((.....)).....))).))))).)).......))..)))).........,-8.699999809265137,80,168,168,2643,0,1,83
574,..............((((...(((..............)))))))((((((((((((..)))))........))))))).,-8.099999815225601,(((.(((.....((((...((...........))...))))))).)))..(((((((.(((((....)))))))))))).,-12.800000190734863,80,139,139,1702,8,1,67
575,....((((.......((((...........))))..............(((......))))..............)))..,-5.550000071525574,.......((((....))))............(((((((.(((..(((((((.....).)))))).)))..)))))))...,-16.600000381469727,80,140,140,1660,3,1,63
576,........((((((..(((....)))...((((.((((....................))))))..))))..))))....,-9.260000169277191,...((((...)))).....(((((((...((((...(.(((((((((.......))))))).)).))))).)))))))..,-14.899999618530273,80,140,140,1587,3,1,56
577,.........(((((........(((((..................................))))).........))))),-4.710000038146973,..(.(((((..(((......(((...(((((............)))))...)))......)))))))).)((....))..,-11.5,80,161,161,2170,5,1,74
578,......((((......))))...................................(((((.......)))))........,-8.899999856948853,.(((((((((......))))..((((...((........))...))))......)))))..........(((....))).,-12.0,80,115,115,1164,1,1,44
579,.(((........)))...............................((((........))))...(((.......)))..,-10.199999809265137,((((.....((((.......))))...))))............((.((((........)))))).(((.......)))..,-11.800000190734863,80,142,142,1624,17,1,61
580,........(((....(((((......)))(((((...(((((.))).)).....)))))......)))))..........,-15.670000106096268,..(((...((((...(((((.....(((..((.((((.(((......))).))))))..)))...)))))))))...))),-25.5,80,151,151,1994,116,1,116
581,((((..................)))).....................(((((.......................))))),-8.0,...(((((......((((...........))))....))))).....(((((.......................))))),-11.100000381469727,80,140,140,1603,7,1,58
582,..(((((..................)))))(((........)))...(((..((((......)))))))...........,-8.100000098347664,...((((((((....((.((.(((..(((((((........))).))))..))).)).))......)))).....)))).,-17.799999237060547,80,136,136,1643,20,1,69
583,......(((......((((((..........)))....((((.....)))).))))))....((......))........,-10.869999885559082,...((((.(((...(((((....)))))....))))))).((((.......((((((....))))))..)))).......,-18.200000762939453,80,145,145,1857,44,1,81
584,..............((....))..((((..(((((...........((((.))))....))))).))))...........,-7.099999904632568,....((.((.....(((((((..(((.((((..(((((........))))).))))..))).)))))))....)).))..,-17.200000762939453,80,135,135,1583,31,1,67
585,(((((.((((...........(((())))...(((.))))((((..........))))))))((((.)))).))))....,-14.179999947547913,.(((((............)))))...(((((.(((....(((((.(((.....))).)))...))....))))))))...,-18.0,80,149,149,1911,38,1,80
586,..(((....)))(((((((......((.......))................((((........)))))))...))))..,-18.96999979019165,(((..(.(((((((((.(((((((((.((.....)).).))))))))..))).))))))).)))((.((.....)).)).,-21.700000762939453,80,162,162,2202,68,1,97
587,(((((((((.......(((((..))))...........)))))............................)))))....,-16.84999990463257,((((((((((....)))))))((((.....))))..(((((..(((((.((.......)).)))))..))))))))....,-25.600000381469727,80,149,149,1865,7,1,78
588,........(((((......(((......))).....(((.)))))..)))................((.........)).,-7.700000166893005,((...((.(((((((..((((..........))))..)).)))))..)).))((..(((.............)))..)).,-15.199999809265137,80,131,131,1440,15,1,57
589,...................((((..............(((......)))........((((...)))).......)))).,-8.07000008225441,...................((((...((...((.((..(((...........))).)).)))).))))............,-8.100000381469727,80,119,119,1226,6,1,47
590,.............((((........))))........(((((((........))))))).....................,-16.399999856948853,.....(((....)))((((((.....(((.......((((((((........))))))))..)))...))))))......,-20.5,80,122,122,1317,18,1,59
591,((((...)))).((((.............(((((((((.)))))....))))....(((..)))))))............,-11.96999990940094,......(((((((((((..(((((((...)))))))..)).))).......((((.(((......))).)))))))))).,-18.399999618530273,80,158,158,2088,12,1,75
592,...............((((..(((((((...)))......))))......(((((...........)))))....)))).,-10.230000078678131,((((...(((((((((.((..(((.......))).)).)))...))))))..))))........................,-14.800000190734863,80,150,150,1833,13,1,71
593,.........................(((..........)))...(((....)))..........................,-4.099999904632568,..((.(((..........((((((.((((((((((((.((......))..))))))..)))))).))))))))).))...,-14.100000381469727,80,151,151,1788,7,1,68
594,(((.....((((((...)))..(((((...))))))....(((..)))))..........))).................,-12.500000059604645,........((((((...((........)).))))))......(((....)))(((((..((.......))..)))))...,-16.399999618530273,80,144,144,1785,23,1,71
595,...((((....)))).((.....)).......................(((........)))..................,-4.799999810755253,..((((((....))).))).((.((.(((.((.....((.(((((((......))))))).))...)).))))).))...,-15.300000190734863,80,138,138,1727,14,1,61
596,((((((((.....((((...((((()))).)))....)))))((((.....................))))....))))),-19.189999967813492,.(((((((((.((((....)))).)).)).)))))...(((.((((.(((((.........))))).))))...)))...,-24.399999618530273,80,142,142,1734,66,1,79
597,.....((((((................(((...)))..............................))))))........,-9.150000095367432,.(((.((((((.((........((((((((.(.((.............)).).))).))))).)).))))))))).....,-18.299999237060547,80,140,140,1659,4,1,59
598,.((....))(((((.......)))))......................................................,-4.100000023841858,.(((((((.(((((((...)))))))...((((.(((.....(((..(((...)))..)))...))).))))))))))).,-17.899999618530273,80,128,128,1536,5,1,57
599,.(((((((.....))))(((.)))....))).....((((.....(((..((((.....))))...))))..))).....,-14.5,....((((....((((((..((((((((((((.(((...........)))))))....)))))))))))).)).))))..,-26.399999618530273,80,129,129,1638,60,1,82
600,.......(((.((((.)))(((..((()))))))..))).(((..(((............))).............)))......,-14.100000143051147,..........((((((((......)))))))).((((((.((.(((...((..........)).....))).))..))))))...,-26.299999237060547,85,175,175,2593,88,1,121
601,((((..((((((((......))))..)))).))))....(((((.......))))).............((((........)))),-16.600000143051147,...(((.(((((((.....))))....))).)))..((((((((.......)))).)))).........((((........)))),-19.600000381469727,85,169,169,2271,53,1,103
602,.((((((((((()))...........))))....(((((.))))..........)))))...(((........))).........,-13.240000128746033,(((((..(((.((((....((((.((..(........)..)).)))).)))))))..).))))..(((((.......)))))...,-17.700000762939453,85,173,173,2360,16,1,85
603,...........(((......((((....((()))(((..)))).)))((((......))))...........)))..........,-10.040000036358833,...(((((((...(..((.((((.(((((.......)))))))))..))..)....)))))))....(((.......))).....,-16.399999618530273,85,160,160,1962,57,1,85
604,..((((.....(((((..(((.))))).)))((())))..)))......(((((......)).....((((()))...)))))..,-20.40000030398369,......((((((((((......)))))....(((......)))...((((((((..((........))..))))))))..))))),-24.700000762939453,85,174,174,2442,58,1,104
605,......((((...............(((....(((()))..)))).....(((((..))))...............)))))....,-10.520000338554382,.(((.(((((.....((((.........(((.((((.....))))..)))))))...)))))..)))..................,-12.899999618530273,85,167,167,2206,9,1,83
606,..((((........((((.....))))...............))))..(((.......))).(((....(((.)))....)))..,-8.900000095367432,..((((.(((.........))).)))).............((((...))))....((((((((((........))))))))))..,-24.0,85,155,155,1950,13,1,76
607,(((....((((...((((.......))))..(((..(((..(((....))).)))...)))........)))....)))).....,-9.859999850392342,(((..(.((((...((((..((((...)))).))))(((.((((....)))))))..))))(((....)))...)..))).....,-18.5,85,159,159,2063,99,2,112
608,.((((....))))............((((((......................(((((....))))))...........))))).,-13.670000314712524,.((((..(((((((((((((((........))))))))).........))))))..)))).......((((....)).)).....,-19.5,85,154,154,2005,38,1,81
609,........((((..((((((.......))))(((............)))))))))...(((((((((())))....))))))...,-27.09999978542328,.((((((((((.(.(((........)))..).))))).))))).........(((((.((((......)))).....)))))...,-25.799999237060547,85,160,160,2111,47,1,89
610,........((((.......(((((...)))).........................))))).......((((...))))......,-6.340000152587891,(((((((((.....(((((..(((((.(((....))).).)))).)))))(((((((....)))))))......)))))))))..,-24.0,85,167,167,2357,15,1,90
611,...((((....((((....................))))..(((((((((.......)))).)))))......))))........,-8.549999922513962,...............................(((((.(((.(((.(((((...((.....))))))))))..))).)))))....,-16.600000381469727,85,152,152,2002,9,1,71
